Business Unit,Obj Acct,Sub,Co,Account Description,L D,P E,Account ID,Free Form Account No.,Taxable Account,Tax Rate/Area,Operating Statement,Op Stmt PL Reporting,Royalty,Fin. Chg/Train,Vending Contribution,Insurance,GST ITC %,GST Expense %,QC Train Res.,Client Statements,Bnkg/Com Exp. 6%,Cost Centre Reporting,Grp. Insur. Quebec,Vac. Pay  Quebec,Bill Prod. Cost Quebec,Cat 016,Cat 017,Cat 018,Cat 019,HFM Custom 2,IMS,GIFI Code,Contribution,Category Code 024,Category Code 025,Category Code 026,Category Code 027,Category Code 028,Category Code 029,Category Code 030,Category Code 031,Category Code 032,Category Code 033,Category Code 034,Category Code 035,Category Code 036,Category Code 037,Category Code 038,Category Code 039,Category Code 040,Category Code 041,Category Code 042,Category Code 043,Business Unit Description,Sector,Sub Segment,Province,District,WCB Rates,Promo Expense,Lasalle Workbench,New/Lost Business,BU CAT 09,BU CAT 10,BU CAT 11,BU CAT 12,BU CAT 13,BU CAT 14,BU CAT 15,BU CAT 16,BU CAT 17,BU CAT 18,BU CAT 19,BU Cat 20,BU CAT 21,BU CAT 22,BU CAT 23,BU CAT 24,BU CAT 25,BU CAT 26,BU CAT 27,BU CAT 28,BU CAT 29,BU CAT 30,BU CAT 31,BU CAT 32,BU CAT 33,BU CAT 34,BE - Digital Hospitality,BU CAT 36,BU CAT 37,BU CAT 38,BU CAT 39,BU CAT 40,BU CAT 41,BU CAT 42,BU CAT 43,BU CAT 44,BU CAT 45,BU CAT 46,BU CAT 47,BU CAT 48,BU CAT 49,BU CAT 50,Adj Entry,Adjustment Entry Description
"           1",710700,4030,00001,Kitchen Supplies,5," ",01469548," "," "," ",440,300," "," "," "," "," "," "," ",040," ",515," "," "," "," "," "," ",642," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710800,4040,00001,Communications,5,N,00010266," "," "," ",450,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710810,4045,00001,Facsimile,6," ",01469549," ",0," ",420,300," "," "," "," "," "," "," ",040," ",515," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710820,4050,00001,Telephone,6,N,00010270," ",0," ",420,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710821,4051,00001,Telephone - Office,7," ",00010272," ",0," ",420,300," "," "," ",01," "," "," ",040," "," "," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710822,4052,00001,Telephone - Mobile,7,L,01469550," ",0," ",420,300," "," "," ",01," "," "," ",040," "," "," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710823,4053,00001,Telephone - Answering Serv,7,I,01469551," ",0," ",420,300," "," "," "," "," "," "," ",040," ",515," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710824,4054,00001,Telephone - BM Pagers,7," ",01469552," ",0," ",420,300," "," "," "," "," "," "," ",040," ",515," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710825,4057,00001,Telephone - Conference Calls,7," ",01896729," ",0," ",420,300," "," "," "," "," "," "," ",040," ",515," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",710826,4058,00001,Communications-Internet servic,7," ",03024615," ",0," ",420,300," "," "," ",01," "," "," ",040," ",515," "," "," "," "," "," ",637," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711000,4055,00001,Postage Expense,5," ",00010275," "," "," ",380,300," "," "," "," "," "," "," ",044," "," "," "," "," "," "," "," ",663," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711050,4056,00001,Postage Recovery,5," ",01857011," "," "," ",380,300," "," "," "," "," "," "," ",044," "," "," "," "," "," "," "," ",663," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711100,4060,00001,Courier Expense Std. Alloc.,5," ",00010277," ",0," ",380,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",663," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711211,4062,00001,Courier Delivery Expenses,5," ",04364714," ",0," ",380,300," "," "," ",01," "," "," ",040," "," "," "," "," "," "," "," ",663," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711250,4065,00001,Courier Recovery,5," ",01679767," "," "," ",380,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",663," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711300,4066,00001,Late Paperwork Fees,5," ",03145371," "," "," ",700,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711350,4067,00001,Late Paperwork Recovery,5," ",03145372," "," "," ",700,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711400,4068,00001,Fixed Asset Violation Fee,5," ",03184123," "," "," ",700,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711450,4069,00001,Fixed Asset Violation Recovery,5," ",03184124," "," "," ",700,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711475,4074,00001,Worker's Comp. Incentive Prog.,5," ",03872837," ",0," ",700,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711490,4064,00001,Compass First-Hiring Incentive,5," ",07190956," ",0," ",700,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711500,4070,00001,Freight & Transport,5," ",00010278," ",0," ",460,300," "," "," ",01," "," "," ",043," "," "," "," "," "," "," "," ",630," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711550,4072,00001,Bus Service,5," ",01484604," "," "," ",460,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",627," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711575,4079,00001,Event Construction & Set-Up,5," ",02937072," "," "," ",360,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711600,4075,00001,Equip. Rental-1X-Short-term,5," ",00058186," ",0," ",560,300," "," "," ",01," "," "," ",040," "," "," "," "," "," "," "," ",648," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711650,4076,00001,Equipment Rental Recovery,5," ",01902650," "," "," ",560,300," "," "," "," "," "," "," ",040," ",720," "," "," "," "," "," ",648," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711675,4061,00001,Room Rental for Functions,5," ",03355596," "," "," ",700,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",714," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711700,4077,00001,Equipment - Tools,5," ",01484606," "," "," ",360,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",642," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711750,4071,00001,Equip. Rental-Lease (P&M),5,I,03126341," ",0," ",320,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",561," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711760,4073,00001,Equip. Rental-Lease (F&F),5,I,03374215," ",0," ",320,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",564," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711770,4094,00001,Computer Equipment - Lease,5," ",06314555," ",0," ",320,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",569," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711800,4078,00001,Quality Assurance Expenses,5," ",01718831," "," "," ",620,300," "," "," "," "," "," "," ",040," ",517," "," "," "," "," "," ",651," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711900,4063,00001,CDL Recovery,5," ",05312850," ",0," ",700,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",711905,4097,00001,CDL-15% Project Recovery Fee,5," ",07470415," ",0," ",700,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",711," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712000,4080,00001,Repairs & Maintenance,5,N,00010282," "," "," ",360,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712010,4081,00001,Rep & Mntce - Building,6," ",01469553," "," "," ",360,300," "," "," "," "," "," "," ",041," ",720," "," "," "," "," "," ",615," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712020,4082,00001,Rep & Mntce - Equip,6," ",00010288," ",0," ",360,300," "," "," ",01," "," "," ",041," "," "," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712030,4083,00001,Rep & Mntce - General,6," ",00010290," ",0," ",360,300," "," "," ",01," "," "," ",041," "," "," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712040,4084,00001,Rep & Mntce - Vend Eqp,6," ",01469554," ",0," ",360,300," "," "," ",01," "," "," ",041," ",720," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712045,4085,00001,Parts - CMC Phase #2,6,I,01864408," "," "," ",360,300," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712049,4089,00001,Rep & Mntce - Labour,6," ",04455722," ",0," ",360,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712050,4092,00001,Vending Support Recovery,6," ",02087128," "," "," ",360,300," "," "," "," "," "," "," ",041," ",517," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712055,4093,00001,R&M - Vend. Eqp.-Standard,6," ",02090477," "," "," ",360,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712060,4011,00001,Water Filter Parts Expense,5," ",05276740," ",0," ",360,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712100,4086,00001,Contract Maintenance,5," ",01951077," "," "," ",620,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",666," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712150,4087,00001,Contract Mtnce. Fee Expense,5," ",03673789," "," "," ",620,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",666," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712160,4088,00001,Bought In - Work Order Labour,6," ",04455749," ",0," ",360,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",600," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712165,4096,00001,Bought In-WO - COVID-19 Labour,6," ",07012566," ",0," ",360,300," "," "," "," "," "," "," ",041," "," "," "," "," "," "," "," ",600," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712200,4105,00001,Customer Claims,5," ",04455723," ",0," ",360,300," "," "," "," "," "," "," ",046," "," "," "," "," "," "," "," ",645," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712500,4090,00001,Janitorial,5," ",01469555," ",0," ",440,300," "," "," ",01," "," "," ",040," ",517," "," "," "," "," "," ",624," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712550,4091,00001,Electricity,5," ",01951083," "," "," ",340,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",621," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712600,4095,00001,Utility,5," ",01469556," "," "," ",340,300," "," "," "," "," "," "," ",040," ",517," "," "," "," "," "," ",621," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",712610,4110,00001,Gas Consumption - Heating,5," ",01484598," "," "," ",340,300," "," "," "," "," "," "," ",040," "," "," "," "," "," "," "," ",621," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
